Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date
LOAN02251,CUST02654,BR035,Home Loan,5302000.00,8.97,300,Active,2022-08-29
LOAN02252,CUST03751,BR039,Home Loan,8478000.00,7.84,180,Active,2021-07-16
LOAN02253,CUST00104,BR043,Personal Loan,900000.00,15.73,48,Active,2021-05-10
LOAN02254,CUST01104,BR039,Personal Loan,156000.00,15.87,60,Closed,2017-10-31
LOAN02255,CUST01817,BR009,Personal Loan,358000.00,11.84,60,Active,2022-11-17
LOAN02256,CUST04842,BR040,Business Loan,935000.00,12.92,120,In Arrears,2018-04-04
LOAN02257,CUST02712,BR044,Home Loan,7983000.00,9.46,120,Active,2023-06-21
LOAN02258,CUST04274,BR010,Business Loan,7066000.00,12.55,120,Active,2023-07-09
LOAN02259,CUST04448,BR016,Business Loan,3972000.00,12.84,60,Active,2019-10-06
LOAN02260,CUST00513,BR015,Home Loan,8565000.00,8.03,180,Active,2020-03-14
LOAN02261,CUST02096,BR005,Personal Loan,412000.00,12.28,48,Active,2022-02-27
LOAN02262,CUST00120,BR022,Auto Loan,510000.00,8.74,36,In Arrears,2022-07-11
LOAN02263,CUST00643,BR016,Gold Loan,461000.00,11.32,24,Closed,2017-10-18
LOAN02264,CUST03620,BR023,Auto Loan,348000.00,9.08,48,Closed,2019-02-05
LOAN02265,CUST02326,BR010,Auto Loan,1206000.00,8.55,36,Closed,2020-09-25
LOAN02266,CUST03780,BR039,Home Loan,4474000.00,8.62,240,Active,2023-10-16
LOAN02267,CUST00193,BR046,Home Loan,2108000.00,7.50,300,Active,2019-01-29
LOAN02268,CUST00776,BR027,Home Loan,2958000.00,9.45,300,Closed,2021-02-06
LOAN02269,CUST02551,BR019,Auto Loan,877000.00,9.58,36,Active,2023-05-25
LOAN02270,CUST03374,BR035,Auto Loan,1915000.00,10.73,60,Active,2022-10-03
LOAN02271,CUST04315,BR029,Home Loan,3759000.00,8.18,240,Active,2023-11-02
LOAN02272,CUST03394,BR007,Education Loan,3085000.00,10.10,120,Active,2022-11-17
LOAN02273,CUST04535,BR034,Business Loan,3017000.00,13.15,84,Active,2023-05-01
LOAN02274,CUST00231,BR024,Personal Loan,395000.00,13.90,12,Closed,2021-07-11
LOAN02275,CUST01435,BR022,Home Loan,1955000.00,9.07,180,Active,2023-01-23
LOAN02276,CUST02711,BR018,Education Loan,3424000.00,10.02,120,Defaulted,2023-03-24
LOAN02277,CUST02610,BR004,Home Loan,1942000.00,7.72,300,Closed,2022-07-08
LOAN02278,CUST05000,BR047,Business Loan,6098000.00,10.75,36,Active,2022-09-29
LOAN02279,CUST04814,BR028,Business Loan,3299000.00,11.59,60,In Arrears,2023-06-15
LOAN02280,CUST03062,BR012,Business Loan,1575000.00,11.99,120,Active,2016-02-05
LOAN02281,CUST04612,BR039,Gold Loan,675000.00,10.04,24,Active,2022-12-26
LOAN02282,CUST00759,BR046,Education Loan,2577000.00,10.27,120,Active,2022-11-02
LOAN02283,CUST04048,BR012,Education Loan,1727000.00,9.42,120,Active,2019-11-01
LOAN02284,CUST02459,BR040,Home Loan,6853000.00,7.85,180,Active,2023-04-07
LOAN02285,CUST04006,BR016,Auto Loan,599000.00,9.75,84,Active,2022-04-18
LOAN02286,CUST01953,BR045,Home Loan,2213000.00,9.45,240,Closed,2021-06-12
LOAN02287,CUST04706,BR012,Auto Loan,527000.00,10.22,48,Active,2022-03-18
LOAN02288,CUST02886,BR028,Home Loan,3497000.00,8.56,240,Active,2017-06-06
LOAN02289,CUST03168,BR019,Home Loan,1742000.00,9.30,120,Active,2021-10-28
LOAN02290,CUST04656,BR050,Auto Loan,591000.00,10.42,36,Active,2022-02-18
LOAN02291,CUST04546,BR037,Education Loan,2330000.00,10.77,84,Closed,2022-06-06
LOAN02292,CUST01698,BR043,Home Loan,5548000.00,8.91,240,Closed,2018-08-22
LOAN02293,CUST00231,BR024,Home Loan,7559000.00,9.02,120,Active,2023-06-02
LOAN02294,CUST03178,BR002,Personal Loan,408000.00,14.24,12,Defaulted,2022-11-09
LOAN02295,CUST01056,BR037,Personal Loan,422000.00,14.04,24,Active,2023-11-15
LOAN02296,CUST01488,BR026,Auto Loan,1089000.00,9.73,36,Active,2023-05-13
LOAN02297,CUST03738,BR008,Personal Loan,593000.00,13.35,48,Active,2022-04-04
LOAN02298,CUST01998,BR039,Personal Loan,95000.00,15.68,24,Active,2023-07-13
LOAN02299,CUST01635,BR025,Auto Loan,1065000.00,11.26,60,Active,2023-05-23
LOAN02300,CUST03962,BR037,Personal Loan,628000.00,16.12,60,In Arrears,2022-11-13
LOAN02301,CUST00072,BR009,Home Loan,8762000.00,8.04,180,Closed,2021-01-17
LOAN02302,CUST03842,BR002,Home Loan,7742000.00,8.99,240,Defaulted,2020-03-30
LOAN02303,CUST02558,BR033,Gold Loan,259000.00,12.05,24,Closed,2022-08-24
LOAN02304,CUST03909,BR021,Gold Loan,716000.00,9.16,36,Active,2023-10-14
LOAN02305,CUST02081,BR026,Auto Loan,746000.00,9.81,60,Active,2019-10-24
LOAN02306,CUST02714,BR015,Gold Loan,141000.00,11.37,36,Closed,2020-07-17
LOAN02307,CUST01259,BR047,Gold Loan,667000.00,12.17,12,Closed,2023-04-12
LOAN02308,CUST02637,BR014,Auto Loan,1306000.00,8.68,84,Closed,2017-01-24
LOAN02309,CUST01589,BR035,Home Loan,1569000.00,9.04,240,Active,2023-04-23
LOAN02310,CUST01929,BR027,Personal Loan,928000.00,12.12,60,Active,2022-06-17
LOAN02311,CUST01007,BR012,Home Loan,7723000.00,8.30,180,Defaulted,2023-11-09
LOAN02312,CUST03239,BR034,Business Loan,2881000.00,10.53,84,Active,2018-07-24
LOAN02313,CUST03204,BR029,Education Loan,2306000.00,8.97,120,Active,2023-11-14
LOAN02314,CUST00546,BR007,Home Loan,6096000.00,8.47,180,Active,2017-05-20
LOAN02315,CUST03305,BR015,Gold Loan,400000.00,11.92,24,Closed,2019-06-05
LOAN02316,CUST03130,BR030,Auto Loan,424000.00,10.94,36,Active,2022-06-07
LOAN02317,CUST04480,BR049,Auto Loan,2150000.00,10.58,36,Active,2023-05-19
LOAN02318,CUST00579,BR026,Personal Loan,386000.00,13.45,24,Closed,2019-11-09
LOAN02319,CUST04040,BR015,Business Loan,5510000.00,14.73,36,Active,2022-10-01
LOAN02320,CUST03349,BR024,Education Loan,3396000.00,10.31,120,Active,2023-05-29
LOAN02321,CUST02681,BR026,Home Loan,7994000.00,7.53,120,In Arrears,2018-10-18
LOAN02322,CUST04647,BR041,Personal Loan,232000.00,13.06,12,Closed,2018-12-12
LOAN02323,CUST01345,BR048,Home Loan,9250000.00,9.27,300,Active,2023-07-22
LOAN02324,CUST04344,BR040,Personal Loan,185000.00,11.44,48,Closed,2022-01-18
LOAN02325,CUST03765,BR034,Home Loan,3304000.00,8.84,180,Active,2019-12-23
LOAN02326,CUST03893,BR031,Personal Loan,120000.00,11.38,60,Closed,2018-03-09
LOAN02327,CUST02443,BR038,Auto Loan,1127000.00,9.15,36,Closed,2019-01-01
LOAN02328,CUST00707,BR033,Auto Loan,1308000.00,9.31,36,Active,2022-11-20
LOAN02329,CUST04468,BR038,Home Loan,2868000.00,9.16,300,Closed,2018-06-15
LOAN02330,CUST01154,BR023,Education Loan,2352000.00,9.87,84,Active,2017-07-07
LOAN02331,CUST04873,BR019,Business Loan,2993000.00,12.46,36,Active,2023-03-02
LOAN02332,CUST00346,BR028,Education Loan,796000.00,9.83,120,Defaulted,2021-07-04
LOAN02333,CUST02495,BR020,Home Loan,3764000.00,9.22,300,Active,2023-11-21
LOAN02334,CUST02205,BR004,Home Loan,8393000.00,8.14,240,Active,2023-08-01
LOAN02335,CUST03074,BR025,Education Loan,2972000.00,8.99,84,Active,2023-01-09
LOAN02336,CUST00895,BR024,Personal Loan,645000.00,15.12,60,Active,2021-05-16
LOAN02337,CUST01813,BR033,Home Loan,6448000.00,8.08,300,Active,2022-08-24
LOAN02338,CUST02742,BR043,Personal Loan,1018000.00,14.96,36,Active,2023-10-30
LOAN02339,CUST02792,BR011,Personal Loan,328000.00,14.65,48,Active,2023-06-29
LOAN02340,CUST03414,BR014,Home Loan,3685000.00,9.01,240,Active,2023-09-28
LOAN02341,CUST02526,BR009,Home Loan,3592000.00,8.93,180,Active,2022-02-07
LOAN02342,CUST01804,BR021,Home Loan,2223000.00,7.53,120,Active,2021-03-05
LOAN02343,CUST03885,BR015,Personal Loan,1121000.00,12.64,60,Closed,2023-09-25
LOAN02344,CUST02513,BR023,Personal Loan,773000.00,11.53,48,Active,2022-06-15
LOAN02345,CUST03549,BR006,Home Loan,3841000.00,8.04,180,Active,2021-03-25
LOAN02346,CUST02785,BR013,Home Loan,2139000.00,8.99,120,Active,2023-09-24
LOAN02347,CUST01120,BR045,Business Loan,5976000.00,12.40,84,Active,2021-04-06
LOAN02348,CUST04035,BR035,Personal Loan,72000.00,12.81,48,Closed,2019-02-24
LOAN02349,CUST01834,BR022,Gold Loan,395000.00,10.47,24,Active,2023-11-06
LOAN02350,CUST03157,BR040,Personal Loan,817000.00,11.55,48,Active,2023-07-30
LOAN02351,CUST00286,BR043,Personal Loan,753000.00,11.04,60,Closed,2018-01-21
LOAN02352,CUST04037,BR025,Personal Loan,166000.00,14.66,36,Defaulted,2023-11-22
LOAN02353,CUST03709,BR003,Personal Loan,724000.00,14.99,24,Active,2023-06-22
LOAN02354,CUST01117,BR045,Auto Loan,954000.00,10.64,60,Active,2023-11-08
LOAN02355,CUST02325,BR037,Home Loan,8253000.00,9.35,300,Active,2022-02-21
LOAN02356,CUST01184,BR039,Auto Loan,1093000.00,8.91,60,Closed,2019-05-25
LOAN02357,CUST01997,BR021,Home Loan,1891000.00,8.66,180,Closed,2023-09-21
LOAN02358,CUST00067,BR006,Home Loan,5936000.00,7.51,300,Active,2022-03-19
LOAN02359,CUST02392,BR013,Personal Loan,997000.00,12.64,12,Defaulted,2021-01-19
LOAN02360,CUST04584,BR048,Home Loan,6361000.00,7.56,120,Defaulted,2022-03-03
LOAN02361,CUST03590,BR026,Home Loan,8818000.00,7.81,120,Active,2021-07-05
LOAN02362,CUST02216,BR008,Auto Loan,1918000.00,8.51,60,Active,2023-06-13
LOAN02363,CUST03184,BR037,Business Loan,1569000.00,11.72,120,Active,2018-08-09
LOAN02364,CUST03678,BR043,Gold Loan,517000.00,11.16,36,Closed,2017-02-03
LOAN02365,CUST01289,BR008,Personal Loan,544000.00,11.23,36,Active,2023-08-02
LOAN02366,CUST03087,BR034,Personal Loan,955000.00,12.54,48,Active,2021-05-29
LOAN02367,CUST01197,BR044,Personal Loan,229000.00,14.11,60,Closed,2019-04-18
LOAN02368,CUST04092,BR007,Auto Loan,1427000.00,11.16,48,Closed,2016-06-13
LOAN02369,CUST00502,BR020,Home Loan,7876000.00,7.54,180,Active,2022-07-09
LOAN02370,CUST02538,BR039,Auto Loan,666000.00,9.51,84,Active,2022-08-23
LOAN02371,CUST03019,BR006,Home Loan,2760000.00,8.76,240,Active,2023-10-15
LOAN02372,CUST01004,BR041,Home Loan,4736000.00,9.39,300,Active,2019-02-18
LOAN02373,CUST00073,BR028,Business Loan,5042000.00,13.94,36,Active,2022-03-07
LOAN02374,CUST03651,BR007,Home Loan,2836000.00,9.46,180,Closed,2023-01-12
LOAN02375,CUST02121,BR009,Home Loan,3224000.00,9.47,180,Active,2023-06-19
LOAN02376,CUST00767,BR022,Home Loan,4119000.00,9.39,120,Active,2023-02-15
LOAN02377,CUST04980,BR026,Gold Loan,592000.00,10.38,24,Defaulted,2016-07-21
LOAN02378,CUST00893,BR022,Home Loan,7462000.00,9.16,180,Active,2022-06-25
LOAN02379,CUST01152,BR041,Home Loan,7024000.00,8.61,180,Active,2021-08-23
LOAN02380,CUST02082,BR031,Personal Loan,401000.00,15.30,48,Active,2023-10-18
LOAN02381,CUST04116,BR035,Auto Loan,576000.00,9.16,60,Active,2023-11-29
LOAN02382,CUST00017,BR043,Auto Loan,511000.00,10.87,60,Closed,2021-05-05
LOAN02383,CUST03237,BR049,Personal Loan,249000.00,16.41,36,Closed,2020-04-27
LOAN02384,CUST04034,BR030,Personal Loan,757000.00,16.12,24,Closed,2022-04-02
LOAN02385,CUST01335,BR016,Home Loan,6335000.00,8.33,300,Defaulted,2017-10-24
LOAN02386,CUST04176,BR003,Personal Loan,365000.00,14.29,24,Closed,2022-11-16
LOAN02387,CUST03742,BR008,Personal Loan,106000.00,12.48,36,Active,2023-02-06
LOAN02388,CUST03587,BR007,Personal Loan,966000.00,15.93,24,Closed,2020-01-30
LOAN02389,CUST00012,BR008,Home Loan,4573000.00,8.01,120,Active,2022-05-07
LOAN02390,CUST00200,BR028,Auto Loan,630000.00,9.18,84,Active,2020-07-19
LOAN02391,CUST01927,BR022,Auto Loan,512000.00,10.63,48,Closed,2017-06-24
LOAN02392,CUST02448,BR040,Business Loan,2316000.00,11.71,60,Active,2020-05-23
LOAN02393,CUST03683,BR037,Gold Loan,773000.00,9.57,24,Closed,2022-01-21
LOAN02394,CUST02435,BR049,Home Loan,3785000.00,9.13,240,Active,2023-09-09
LOAN02395,CUST03960,BR040,Home Loan,9067000.00,8.53,180,In Arrears,2023-10-02
LOAN02396,CUST03234,BR037,Personal Loan,443000.00,14.22,12,Closed,2021-12-17
LOAN02397,CUST04703,BR038,Personal Loan,441000.00,12.86,60,Active,2023-08-14
LOAN02398,CUST01039,BR044,Business Loan,2065000.00,11.45,60,Active,2020-08-22
LOAN02399,CUST03840,BR042,Personal Loan,744000.00,16.16,12,Closed,2021-12-25
LOAN02400,CUST04685,BR033,Personal Loan,621000.00,11.24,36,Defaulted,2023-07-18
LOAN02401,CUST02446,BR026,Auto Loan,690000.00,8.85,84,Active,2017-10-25
LOAN02402,CUST04914,BR031,Auto Loan,1294000.00,11.08,60,Active,2022-05-14
LOAN02403,CUST04057,BR033,Home Loan,4630000.00,8.57,240,Active,2019-08-07
LOAN02404,CUST03316,BR045,Home Loan,5174000.00,8.91,180,Active,2022-11-28
LOAN02405,CUST01317,BR003,Auto Loan,582000.00,11.26,84,Closed,2022-10-10
LOAN02406,CUST02755,BR041,Business Loan,3516000.00,13.11,60,In Arrears,2022-06-21
LOAN02407,CUST03286,BR012,Auto Loan,1746000.00,10.84,36,Active,2023-07-06
LOAN02408,CUST02485,BR048,Education Loan,3262000.00,10.26,60,Active,2020-08-17
LOAN02409,CUST03042,BR035,Home Loan,8392000.00,9.06,180,Closed,2017-07-02
LOAN02410,CUST04407,BR007,Auto Loan,423000.00,10.16,60,Closed,2022-12-29
LOAN02411,CUST04389,BR043,Personal Loan,272000.00,15.14,36,Closed,2023-10-13
LOAN02412,CUST00941,BR045,Personal Loan,216000.00,11.18,60,Closed,2018-02-05
LOAN02413,CUST04790,BR040,Home Loan,5784000.00,8.92,120,Active,2015-11-02
LOAN02414,CUST01253,BR041,Personal Loan,1018000.00,13.33,24,Defaulted,2023-05-03
LOAN02415,CUST01112,BR009,Business Loan,6731000.00,14.10,36,Active,2023-02-12
LOAN02416,CUST00293,BR037,Personal Loan,235000.00,14.70,36,Active,2022-11-15
LOAN02417,CUST02873,BR035,Education Loan,1387000.00,8.51,84,Active,2021-06-06
LOAN02418,CUST04142,BR043,Home Loan,7024000.00,8.77,120,Active,2023-03-20
LOAN02419,CUST03891,BR011,Personal Loan,932000.00,11.84,24,Active,2023-12-01
LOAN02420,CUST00337,BR005,Gold Loan,442000.00,9.76,24,Active,2023-10-28
LOAN02421,CUST00487,BR026,Personal Loan,110000.00,12.14,48,Active,2023-09-14
LOAN02422,CUST02123,BR025,Personal Loan,458000.00,13.57,24,Closed,2021-07-17
LOAN02423,CUST03307,BR014,Education Loan,625000.00,9.13,120,Defaulted,2021-05-05
LOAN02424,CUST02740,BR036,Personal Loan,90000.00,13.58,12,Closed,2023-09-11
LOAN02425,CUST00879,BR021,Personal Loan,240000.00,13.41,36,Closed,2020-03-11
LOAN02426,CUST01933,BR040,Personal Loan,593000.00,16.22,24,Defaulted,2023-10-22
LOAN02427,CUST04440,BR004,Home Loan,5412000.00,8.44,240,Closed,2023-04-17
LOAN02428,CUST02707,BR014,Auto Loan,705000.00,8.51,84,Active,2021-08-04
LOAN02429,CUST01630,BR022,Home Loan,3034000.00,8.13,120,Active,2023-08-09
LOAN02430,CUST03791,BR016,Personal Loan,278000.00,15.79,12,Closed,2018-03-30
LOAN02431,CUST00920,BR046,Personal Loan,191000.00,12.68,48,Active,2023-02-28
LOAN02432,CUST02337,BR028,Home Loan,9041000.00,9.17,180,Active,2019-11-03
LOAN02433,CUST00081,BR039,Home Loan,5425000.00,8.33,240,Active,2023-02-25
LOAN02434,CUST04415,BR043,Home Loan,3251000.00,8.32,240,In Arrears,2023-05-24
LOAN02435,CUST03193,BR045,Home Loan,6259000.00,8.39,180,Active,2021-12-07
LOAN02436,CUST01270,BR046,Home Loan,8627000.00,8.79,180,In Arrears,2020-10-31
LOAN02437,CUST01501,BR044,Personal Loan,1073000.00,11.26,24,Defaulted,2021-07-13
LOAN02438,CUST02406,BR041,Business Loan,1676000.00,13.46,60,Closed,2018-10-07
LOAN02439,CUST03003,BR008,Auto Loan,1722000.00,11.04,84,Active,2023-12-14
LOAN02440,CUST02626,BR007,Home Loan,8158000.00,8.31,240,Active,2020-11-25
LOAN02441,CUST03312,BR032,Business Loan,5157000.00,12.70,36,In Arrears,2023-07-25
LOAN02442,CUST01634,BR020,Home Loan,3608000.00,8.18,240,Active,2023-11-04
LOAN02443,CUST00685,BR013,Personal Loan,1047000.00,15.45,36,Active,2022-07-16
LOAN02444,CUST04646,BR039,Gold Loan,355000.00,10.79,36,Closed,2017-11-06
LOAN02445,CUST01078,BR040,Home Loan,8931000.00,9.48,180,Active,2020-04-27
LOAN02446,CUST01512,BR035,Auto Loan,1440000.00,11.12,36,Active,2022-11-19
LOAN02447,CUST00397,BR009,Home Loan,7544000.00,9.43,300,Active,2023-06-27
LOAN02448,CUST03699,BR006,Home Loan,7809000.00,7.82,180,Active,2020-09-01
LOAN02449,CUST03133,BR015,Home Loan,6703000.00,8.46,180,Active,2023-10-04
LOAN02450,CUST02172,BR024,Home Loan,4908000.00,8.40,180,Active,2023-07-20
LOAN02451,CUST00409,BR021,Auto Loan,1003000.00,9.20,60,Active,2023-08-23
LOAN02452,CUST01894,BR004,Home Loan,3686000.00,8.27,120,In Arrears,2022-10-19
LOAN02453,CUST00172,BR022,Personal Loan,903000.00,12.25,60,Defaulted,2018-07-13
LOAN02454,CUST04967,BR038,Auto Loan,927000.00,8.88,36,Active,2023-10-30
LOAN02455,CUST02743,BR017,Personal Loan,1189000.00,13.65,60,Defaulted,2017-07-31
LOAN02456,CUST01592,BR047,Personal Loan,484000.00,16.42,36,Active,2022-03-08
LOAN02457,CUST02263,BR045,Personal Loan,718000.00,14.94,48,Active,2023-05-03
LOAN02458,CUST04121,BR027,Business Loan,7096000.00,14.24,36,Closed,2022-10-12
LOAN02459,CUST04581,BR025,Home Loan,5543000.00,8.78,300,Active,2020-01-07
LOAN02460,CUST03397,BR042,Business Loan,5863000.00,14.18,84,Active,2020-03-12
LOAN02461,CUST01372,BR021,Personal Loan,228000.00,12.57,24,Active,2023-11-25
LOAN02462,CUST04682,BR040,Home Loan,7016000.00,9.22,120,Active,2020-12-24
LOAN02463,CUST01290,BR003,Personal Loan,1170000.00,11.91,12,Closed,2021-11-02
LOAN02464,CUST03617,BR019,Personal Loan,272000.00,16.24,12,Closed,2021-04-27
LOAN02465,CUST03968,BR050,Personal Loan,1100000.00,14.13,48,Active,2023-10-26
LOAN02466,CUST04967,BR038,Home Loan,2202000.00,8.83,180,Active,2023-10-11
LOAN02467,CUST04583,BR040,Home Loan,5124000.00,8.13,240,Active,2020-11-17
LOAN02468,CUST00811,BR013,Personal Loan,842000.00,12.79,24,Closed,2020-09-20
LOAN02469,CUST03873,BR027,Personal Loan,947000.00,12.80,36,Active,2023-11-18
LOAN02470,CUST04692,BR001,Education Loan,287000.00,8.15,60,Active,2020-04-29
LOAN02471,CUST03799,BR004,Personal Loan,146000.00,14.14,60,In Arrears,2020-05-30
LOAN02472,CUST03315,BR002,Home Loan,5924000.00,8.43,120,Active,2022-01-24
LOAN02473,CUST02008,BR006,Education Loan,1953000.00,9.17,60,Active,2021-03-06
LOAN02474,CUST03883,BR002,Auto Loan,1634000.00,11.40,60,Defaulted,2017-04-20
LOAN02475,CUST04697,BR043,Home Loan,5243000.00,8.04,120,In Arrears,2020-05-29
LOAN02476,CUST02058,BR007,Gold Loan,300000.00,10.38,36,Defaulted,2022-12-25
LOAN02477,CUST02986,BR002,Personal Loan,126000.00,15.96,60,In Arrears,2020-09-23
LOAN02478,CUST02531,BR039,Education Loan,2042000.00,9.78,84,Closed,2019-10-10
LOAN02479,CUST02805,BR027,Auto Loan,1717000.00,11.43,60,Active,2023-05-04
LOAN02480,CUST04941,BR043,Gold Loan,498000.00,9.39,36,Closed,2016-02-22
LOAN02481,CUST01917,BR039,Auto Loan,979000.00,9.89,48,Active,2022-11-06
LOAN02482,CUST03008,BR044,Personal Loan,67000.00,15.66,36,Active,2022-01-31
LOAN02483,CUST00387,BR050,Personal Loan,753000.00,12.12,48,Active,2023-09-03
LOAN02484,CUST02826,BR010,Home Loan,9282000.00,7.89,120,In Arrears,2019-10-15
LOAN02485,CUST03535,BR041,Home Loan,7717000.00,7.92,120,Active,2022-06-15
LOAN02486,CUST02176,BR022,Personal Loan,587000.00,12.82,36,Active,2022-05-06
LOAN02487,CUST01428,BR006,Business Loan,1577000.00,11.76,120,Active,2016-09-25
LOAN02488,CUST01449,BR008,Home Loan,2284000.00,8.26,120,Active,2023-01-24
LOAN02489,CUST04632,BR004,Home Loan,3217000.00,9.42,300,Active,2019-11-16
LOAN02490,CUST03159,BR015,Gold Loan,324000.00,11.47,24,Active,2023-07-20
LOAN02491,CUST01804,BR021,Business Loan,7293000.00,11.24,84,Active,2018-09-07
LOAN02492,CUST02628,BR044,Auto Loan,907000.00,9.50,60,Active,2022-07-02
LOAN02493,CUST02498,BR013,Personal Loan,537000.00,11.59,60,Active,2022-11-17
LOAN02494,CUST04974,BR032,Personal Loan,900000.00,16.19,12,Closed,2023-06-11
LOAN02495,CUST00792,BR019,Home Loan,1892000.00,8.95,120,Active,2023-11-18
LOAN02496,CUST00932,BR045,Business Loan,5800000.00,10.44,84,Closed,2016-03-29
LOAN02497,CUST01520,BR041,Personal Loan,773000.00,16.24,36,Active,2023-09-04
LOAN02498,CUST01737,BR014,Personal Loan,285000.00,12.30,24,Defaulted,2023-07-09
LOAN02499,CUST02283,BR020,Personal Loan,700000.00,12.41,12,Closed,2022-12-12
LOAN02500,CUST02011,BR042,Home Loan,8715000.00,9.33,240,Active,2021-09-01
LOAN02501,CUST04026,BR030,Personal Loan,380000.00,11.58,36,Active,2023-03-23
LOAN02502,CUST00866,BR035,Personal Loan,829000.00,15.84,24,Closed,2023-11-24
LOAN02503,CUST01713,BR046,Personal Loan,420000.00,13.67,36,Active,2023-07-08
LOAN02504,CUST01602,BR033,Auto Loan,280000.00,11.48,36,Closed,2018-10-04
LOAN02505,CUST04554,BR001,Personal Loan,87000.00,14.29,24,Active,2023-09-20
LOAN02506,CUST04684,BR045,Business Loan,6340000.00,13.64,60,In Arrears,2023-06-18
LOAN02507,CUST02390,BR019,Education Loan,2015000.00,10.51,120,Active,2022-03-03
LOAN02508,CUST04416,BR025,Home Loan,7249000.00,8.05,120,Defaulted,2023-06-17
LOAN02509,CUST04727,BR013,Home Loan,6494000.00,8.49,120,Active,2022-12-21
LOAN02510,CUST01985,BR032,Personal Loan,792000.00,16.08,60,Closed,2022-11-15
LOAN02511,CUST00862,BR032,Home Loan,6951000.00,8.37,300,Active,2023-11-20
LOAN02512,CUST00382,BR011,Auto Loan,757000.00,10.01,84,Active,2018-06-06
LOAN02513,CUST01080,BR019,Home Loan,1984000.00,8.69,300,Active,2021-11-26
LOAN02514,CUST00764,BR038,Personal Loan,882000.00,15.28,48,Active,2021-07-29
LOAN02515,CUST00637,BR045,Auto Loan,1209000.00,8.57,60,Active,2023-03-17
LOAN02516,CUST04469,BR007,Personal Loan,111000.00,13.93,24,Active,2023-02-24
LOAN02517,CUST01900,BR010,Personal Loan,928000.00,12.53,48,Active,2020-10-23
LOAN02518,CUST00968,BR021,Home Loan,5178000.00,7.58,300,Defaulted,2020-03-06
LOAN02519,CUST04395,BR016,Home Loan,3395000.00,8.48,300,Active,2019-06-03
LOAN02520,CUST01507,BR050,Home Loan,7321000.00,9.28,120,Closed,2016-10-25
LOAN02521,CUST00442,BR018,Personal Loan,164000.00,12.29,36,Active,2022-10-05
LOAN02522,CUST04239,BR009,Personal Loan,372000.00,11.54,48,Active,2023-06-25
LOAN02523,CUST02142,BR047,Auto Loan,256000.00,11.17,36,Closed,2021-03-04
LOAN02524,CUST04435,BR043,Business Loan,3722000.00,10.02,60,Active,2023-11-30
LOAN02525,CUST02403,BR047,Personal Loan,1150000.00,15.44,60,Active,2019-10-02
LOAN02526,CUST03853,BR028,Home Loan,5718000.00,9.11,120,Active,2020-10-02
LOAN02527,CUST04444,BR013,Education Loan,500000.00,8.74,84,Active,2020-02-23
LOAN02528,CUST00226,BR028,Education Loan,1251000.00,10.58,84,Active,2020-03-14
LOAN02529,CUST00212,BR029,Home Loan,2502000.00,7.97,300,Active,2016-02-06
LOAN02530,CUST03001,BR025,Personal Loan,1023000.00,11.98,48,Active,2023-10-27
LOAN02531,CUST02520,BR041,Home Loan,5143000.00,7.54,300,Active,2023-08-08
LOAN02532,CUST01116,BR033,Home Loan,5162000.00,7.90,240,Active,2023-11-04
LOAN02533,CUST02040,BR024,Home Loan,1671000.00,8.36,240,Active,2019-06-12
LOAN02534,CUST02661,BR037,Auto Loan,511000.00,9.04,36,Active,2023-09-27
LOAN02535,CUST04834,BR024,Auto Loan,411000.00,10.78,60,In Arrears,2019-07-02
LOAN02536,CUST04394,BR039,Home Loan,7240000.00,8.31,120,Active,2021-02-17
LOAN02537,CUST03162,BR001,Home Loan,5214000.00,8.62,300,Active,2021-04-11
LOAN02538,CUST04483,BR016,Auto Loan,780000.00,9.20,60,Active,2023-10-31
LOAN02539,CUST01259,BR047,Home Loan,8710000.00,9.46,240,Active,2023-02-21
LOAN02540,CUST02719,BR002,Home Loan,2545000.00,7.79,180,Active,2023-08-21
LOAN02541,CUST04740,BR015,Home Loan,3707000.00,8.47,240,Active,2022-11-07
LOAN02542,CUST01810,BR025,Home Loan,3847000.00,8.74,180,Active,2020-07-10
LOAN02543,CUST03391,BR038,Auto Loan,1114000.00,9.24,60,Closed,2021-12-14
LOAN02544,CUST03166,BR048,Personal Loan,1161000.00,11.97,24,Closed,2022-05-20
LOAN02545,CUST03164,BR027,Personal Loan,1092000.00,13.54,12,Active,2023-11-25
LOAN02546,CUST00037,BR042,Home Loan,9371000.00,7.96,180,Active,2021-06-10
LOAN02547,CUST02947,BR030,Personal Loan,240000.00,11.44,60,Closed,2020-09-13
LOAN02548,CUST01205,BR013,Personal Loan,236000.00,12.10,24,Closed,2019-08-03
LOAN02549,CUST03092,BR034,Personal Loan,620000.00,13.69,48,Closed,2019-12-25
LOAN02550,CUST01720,BR032,Personal Loan,794000.00,13.84,48,Active,2023-04-13
LOAN02551,CUST02655,BR050,Business Loan,2385000.00,11.67,36,Defaulted,2020-09-05
LOAN02552,CUST02263,BR045,Home Loan,5772000.00,8.55,180,Active,2023-05-02
LOAN02553,CUST04651,BR044,Auto Loan,1543000.00,9.60,48,Closed,2017-07-04
LOAN02554,CUST03426,BR014,Home Loan,4265000.00,9.17,120,Active,2020-11-27
