Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Payment_Status
PAY0059837,LOAN02284,2024-04-11,64898.79,Paid
PAY0059899,LOAN02286,2024-04-11,20555.86,Paid
PAY0062603,LOAN02387,2024-04-11,3545.07,Paid
PAY0063854,LOAN02435,2024-04-11,61231.94,Paid
PAY0065810,LOAN02512,2024-04-11,12571.01,Paid
PAY0067042,LOAN02550,2024-04-11,21633.55,Paid
PAY0067686,LOAN02573,2024-04-11,30334.42,Paid
PAY0068669,LOAN02604,2024-04-11,45300.37,Paid
PAY0069173,LOAN02627,2024-04-11,42571.67,Paid
PAY0073923,LOAN02802,2024-04-11,50425.91,Paid
PAY0074230,LOAN02817,2024-04-11,22299.35,Paid
PAY0074750,LOAN02841,2024-04-11,48843.33,Paid
PAY0077406,LOAN02935,2024-04-11,48145.80,Paid
PAY0078705,LOAN02985,2024-04-11,26500.16,Late
PAY0001826,LOAN00075,2024-04-12,59497.86,Paid
PAY0004477,LOAN00179,2024-04-12,18570.70,Paid
PAY0004541,LOAN00181,2024-04-12,22595.68,Paid
PAY0006897,LOAN00274,2024-04-12,69212.00,Paid
PAY0007550,LOAN00290,2024-04-12,69839.81,Paid
PAY0010850,LOAN00418,2024-04-12,26583.30,Paid
PAY0010863,LOAN00420,2024-04-12,52402.03,Paid
PAY0011890,LOAN00451,2024-04-12,56160.63,Paid
PAY0011946,LOAN00454,2024-04-12,45487.08,Paid
PAY0012239,LOAN00463,2024-04-12,47915.83,Paid
PAY0013863,LOAN00524,2024-04-12,6308.06,Paid
PAY0014299,LOAN00537,2024-04-12,113039.18,Paid
PAY0016390,LOAN00612,2024-04-12,42118.68,Paid
PAY0016515,LOAN00617,2024-04-12,23187.55,Paid
PAY0017068,LOAN00640,2024-04-12,34301.35,Paid
PAY0017158,LOAN00643,2024-04-12,97986.67,Paid
PAY0020605,LOAN00776,2024-04-12,38111.74,Paid
PAY0025643,LOAN00958,2024-04-12,74757.20,Paid
PAY0026500,LOAN00995,2024-04-12,26678.77,Paid
PAY0026918,LOAN01009,2024-04-12,166158.60,Paid
PAY0026942,LOAN01010,2024-04-12,41757.74,Late
PAY0030252,LOAN01147,2024-04-12,23545.71,Paid
PAY0030321,LOAN01151,2024-04-12,34145.77,Late
PAY0032415,LOAN01221,2024-04-12,86950.49,Paid
PAY0032677,LOAN01233,2024-04-12,61514.14,Paid
PAY0032967,LOAN01251,2024-04-12,23471.85,Paid
PAY0033224,LOAN01260,2024-04-12,45650.18,Paid
PAY0033607,LOAN01276,2024-04-12,18078.27,Paid
PAY0033812,LOAN01283,2024-04-12,59012.48,Paid
PAY0035266,LOAN01338,2024-04-12,5034.48,Late
PAY0035441,LOAN01348,2024-04-12,69083.90,Paid
PAY0035472,LOAN01350,2024-04-12,31746.00,Paid
PAY0036202,LOAN01381,2024-04-12,2229.10,Paid
PAY0037586,LOAN01430,2024-04-12,23075.34,Paid
PAY0040086,LOAN01513,2024-04-12,120723.42,Late
PAY0040542,LOAN01526,2024-04-12,72566.17,Paid
PAY0041350,LOAN01557,2024-04-12,2577.08,Paid
PAY0042386,LOAN01598,2024-04-12,61010.39,Paid
PAY0042401,LOAN01599,2024-04-12,21779.75,Paid
PAY0046153,LOAN01733,2024-04-12,23485.38,Paid
PAY0046693,LOAN01755,2024-04-12,34592.61,Paid
PAY0048656,LOAN01832,2024-04-12,25348.73,Late
PAY0049489,LOAN01875,2024-04-12,78010.27,Paid
PAY0050528,LOAN01924,2024-04-12,71664.02,Paid
PAY0051139,LOAN01943,2024-04-12,31287.57,Paid
PAY0051473,LOAN01961,2024-04-12,14326.04,Paid
PAY0051556,LOAN01965,2024-04-12,67063.51,Paid
PAY0054967,LOAN02096,2024-04-12,52578.30,Paid
PAY0056219,LOAN02142,2024-04-12,34258.75,Late
PAY0056619,LOAN02164,2024-04-12,125787.82,Paid
PAY0057737,LOAN02203,2024-04-12,34524.60,Paid
PAY0058790,LOAN02249,2024-04-12,83222.41,Paid
PAY0063486,LOAN02415,2024-04-12,230376.68,Paid
PAY0063579,LOAN02421,2024-04-12,2904.29,Paid
PAY0063615,LOAN02424,2024-04-12,8063.07,Paid
PAY0065609,LOAN02503,2024-04-12,14287.38,Paid
PAY0066956,LOAN02547,2024-04-12,5271.00,Paid
PAY0067739,LOAN02575,2024-04-12,29829.36,Paid
PAY0068454,LOAN02596,2024-04-12,97263.20,Paid
PAY0068937,LOAN02614,2024-04-12,11094.36,Late
PAY0068966,LOAN02617,2024-04-12,50681.05,Paid
PAY0069002,LOAN02618,2024-04-12,39380.84,Paid
PAY0070493,LOAN02678,2024-04-12,27472.24,Paid
PAY0071161,LOAN02703,2024-04-12,30058.83,Paid
PAY0071704,LOAN02726,2024-04-12,79220.64,Paid
PAY0072988,LOAN02764,2024-04-12,97990.51,Late
PAY0073286,LOAN02776,2024-04-12,2387.25,Late
PAY0073538,LOAN02786,2024-04-12,28047.65,Paid
PAY0074978,LOAN02850,2024-04-12,28722.89,Paid
PAY0077153,LOAN02925,2024-04-12,52078.95,Paid
PAY0077454,LOAN02937,2024-04-12,27048.05,Paid
PAY0001234,LOAN00053,2024-04-13,39371.04,Paid
PAY0002247,LOAN00093,2024-04-13,22388.54,Paid
PAY0004663,LOAN00185,2024-04-13,14146.46,Paid
PAY0004859,LOAN00196,2024-04-13,53061.19,Late
PAY0006766,LOAN00270,2024-04-13,21038.46,Paid
PAY0008360,LOAN00316,2024-04-13,20143.70,Paid
PAY0009862,LOAN00383,2024-04-13,69794.14,Paid
PAY0012434,LOAN00467,2024-04-13,69544.63,Paid
PAY0012658,LOAN00477,2024-04-13,13448.74,Paid
PAY0015591,LOAN00584,2024-04-13,31675.73,Late
PAY0017899,LOAN00673,2024-04-13,9917.77,Paid
PAY0018533,LOAN00696,2024-04-13,43686.51,Paid
PAY0018693,LOAN00702,2024-04-13,8136.77,Late
PAY0018760,LOAN00705,2024-04-13,108043.84,Paid
PAY0019313,LOAN00726,2024-04-13,22530.43,Paid
PAY0020804,LOAN00781,2024-04-13,22384.06,Paid
PAY0021817,LOAN00821,2024-04-13,54483.24,Paid
PAY0022644,LOAN00849,2024-04-13,11589.25,Paid
PAY0023252,LOAN00866,2024-04-13,92346.41,Paid
PAY0024128,LOAN00902,2024-04-13,39638.95,Paid
PAY0026590,LOAN00998,2024-04-13,25085.41,Paid
PAY0027800,LOAN01042,2024-04-13,14038.13,Paid
PAY0029097,LOAN01100,2024-04-13,65570.16,Paid
PAY0029700,LOAN01122,2024-04-13,52617.53,Paid
PAY0029966,LOAN01135,2024-04-13,21963.52,Late
PAY0032145,LOAN01210,2024-04-13,72083.98,Paid
PAY0033525,LOAN01274,2024-04-13,27833.87,Paid
PAY0035591,LOAN01354,2024-04-13,15078.57,Paid
PAY0035915,LOAN01369,2024-04-13,39026.68,Paid
PAY0036036,LOAN01373,2024-04-13,11523.44,Paid
PAY0036811,LOAN01400,2024-04-13,111844.35,Paid
PAY0038247,LOAN01456,2024-04-13,66587.22,Paid
PAY0038450,LOAN01463,2024-04-13,14652.53,Paid
PAY0040483,LOAN01525,2024-04-13,8775.60,Paid
PAY0041472,LOAN01561,2024-04-13,14340.74,Paid
PAY0043202,LOAN01631,2024-04-13,96626.05,Paid
PAY0043568,LOAN01645,2024-04-13,40505.98,Paid
PAY0046199,LOAN01736,2024-04-13,28094.19,Paid
PAY0046436,LOAN01745,2024-04-13,23685.64,Paid
PAY0046450,LOAN01747,2024-04-13,85984.73,Paid
PAY0046485,LOAN01750,2024-04-13,22694.36,Paid
PAY0047659,LOAN01791,2024-04-13,29803.91,Paid
PAY0048002,LOAN01805,2024-04-13,48085.15,Paid
PAY0048920,LOAN01850,2024-04-13,69655.46,Paid
PAY0050328,LOAN01913,2024-04-13,63770.96,Late
PAY0051288,LOAN01952,2024-04-13,17899.57,Paid
PAY0052045,LOAN01978,2024-04-13,18849.67,Paid
PAY0052907,LOAN02014,2024-04-13,13419.37,Paid
PAY0054232,LOAN02063,2024-04-13,92006.25,Paid
PAY0054453,LOAN02075,2024-04-13,15270.20,Paid
PAY0054568,LOAN02079,2024-04-13,53660.40,Paid
PAY0054758,LOAN02088,2024-04-13,1274.82,Paid
PAY0055875,LOAN02128,2024-04-13,31327.70,Paid
PAY0057321,LOAN02186,2024-04-13,10155.29,Paid
PAY0057496,LOAN02191,2024-04-13,59774.45,Paid
PAY0060234,LOAN02298,2024-04-13,4636.98,Paid
PAY0062228,LOAN02369,2024-04-13,76507.30,Late
PAY0062366,LOAN02374,2024-04-13,29545.80,Paid
PAY0067473,LOAN02564,2024-04-13,117349.88,Paid
PAY0068165,LOAN02586,2024-04-13,90833.24,Paid
PAY0069427,LOAN02635,2024-04-13,8777.90,Paid
PAY0069859,LOAN02652,2024-04-13,40090.76,Paid
PAY0070242,LOAN02668,2024-04-13,23011.51,Paid
PAY0070331,LOAN02675,2024-04-13,17943.58,Paid
PAY0070905,LOAN02694,2024-04-13,11976.40,Paid
PAY0071442,LOAN02713,2024-04-13,17805.31,Paid
PAY0071492,LOAN02716,2024-04-13,13894.58,Paid
PAY0072096,LOAN02738,2024-04-13,22517.98,Paid
PAY0072392,LOAN02748,2024-04-13,50074.36,Paid
PAY0072948,LOAN02762,2024-04-13,55197.83,Paid
PAY0074119,LOAN02811,2024-04-13,67581.92,Paid
PAY0075771,LOAN02877,2024-04-13,44729.70,Paid
PAY0076150,LOAN02890,2024-04-13,17161.01,Paid
PAY0076591,LOAN02904,2024-04-13,59157.16,Paid
PAY0078014,LOAN02956,2024-04-13,39570.42,Paid
PAY0078877,LOAN02994,2024-04-13,75855.97,Paid
PAY0000841,LOAN00036,2024-04-14,75581.98,Paid
PAY0002338,LOAN00095,2024-04-14,43453.40,Paid
PAY0002757,LOAN00108,2024-04-14,70442.36,Paid
PAY0002910,LOAN00115,2024-04-14,30573.87,Paid
PAY0002940,LOAN00116,2024-04-14,118346.81,Paid
PAY0003240,LOAN00130,2024-04-14,29621.11,Paid
PAY0003733,LOAN00145,2024-04-14,11368.50,Paid
PAY0005983,LOAN00237,2024-04-14,3279.71,Paid
PAY0006209,LOAN00247,2024-04-14,12283.01,Paid
PAY0007402,LOAN00286,2024-04-14,17081.79,Late
PAY0007501,LOAN00287,2024-04-14,55198.78,Paid
PAY0009371,LOAN00357,2024-04-14,50574.29,Paid
PAY0011367,LOAN00433,2024-04-14,14194.00,Paid
PAY0012382,LOAN00466,2024-04-14,60431.52,Paid
PAY0013485,LOAN00510,2024-04-14,67889.74,Paid
PAY0013701,LOAN00520,2024-04-14,117432.84,Late
PAY0014630,LOAN00550,2024-04-14,22205.95,Paid
PAY0016928,LOAN00633,2024-04-14,18456.19,Paid
PAY0018291,LOAN00687,2024-04-14,41124.42,Paid
PAY0018669,LOAN00701,2024-04-14,4068.48,Paid
PAY0020038,LOAN00755,2024-04-14,73912.82,Paid
PAY0021969,LOAN00826,2024-04-14,26692.03,Paid
PAY0024541,LOAN00914,2024-04-14,75802.35,Paid
PAY0026324,LOAN00984,2024-04-14,35766.47,Paid
PAY0026780,LOAN01006,2024-04-14,11966.11,Paid
PAY0027917,LOAN01047,2024-04-14,27783.01,Paid
PAY0028390,LOAN01063,2024-04-14,9341.70,Paid
PAY0028530,LOAN01071,2024-04-14,56632.55,Paid
PAY0028939,LOAN01088,2024-04-14,25850.20,Paid
PAY0029413,LOAN01113,2024-04-14,88546.67,Paid
PAY0030501,LOAN01156,2024-04-14,1512.03,Paid
PAY0031584,LOAN01194,2024-04-14,43735.71,Paid
PAY0032621,LOAN01229,2024-04-14,168591.85,Paid
PAY0033369,LOAN01266,2024-04-14,33041.10,Paid
PAY0034980,LOAN01321,2024-04-14,17373.77,Paid
PAY0035672,LOAN01358,2024-04-14,29298.31,Paid
PAY0036664,LOAN01394,2024-04-14,32110.80,Paid
PAY0036782,LOAN01398,2024-04-14,50917.45,Paid
PAY0036825,LOAN01401,2024-04-14,25587.06,Paid
PAY0037487,LOAN01426,2024-04-14,32029.50,Paid
PAY0038419,LOAN01461,2024-04-14,21986.60,Paid
PAY0040731,LOAN01534,2024-04-14,57699.13,Paid
PAY0049560,LOAN01881,2024-04-14,18810.96,Paid
PAY0049728,LOAN01890,2024-04-14,3516.42,Paid
PAY0053285,LOAN02027,2024-04-14,56854.70,Paid
PAY0056309,LOAN02145,2024-04-14,54678.07,Paid
PAY0056580,LOAN02163,2024-04-14,85870.78,Paid
PAY0058338,LOAN02232,2024-04-14,67922.53,Paid
PAY0061209,LOAN02329,2024-04-14,24932.45,Late
PAY0061347,LOAN02335,2024-04-14,47801.66,Paid
PAY0062258,LOAN02371,2024-04-14,24408.03,Paid
PAY0062856,LOAN02397,2024-04-14,10002.53,Paid
PAY0063119,LOAN02405,2024-04-14,10045.00,Paid
PAY0063505,LOAN02416,2024-04-14,8111.87,Paid
PAY0068174,LOAN02587,2024-04-14,17499.98,Paid
PAY0068747,LOAN02607,2024-04-14,15955.81,Paid
PAY0069113,LOAN02621,2024-04-14,27604.23,Paid
PAY0069247,LOAN02629,2024-04-14,54678.05,Paid
PAY0071330,LOAN02711,2024-04-14,16364.71,Paid
PAY0073331,LOAN02779,2024-04-14,144796.27,Paid
PAY0074519,LOAN02830,2024-04-14,2891.56,Paid
PAY0075735,LOAN02875,2024-04-14,15144.46,Paid
PAY0076228,LOAN02892,2024-04-14,68050.08,Paid
PAY0076797,LOAN02910,2024-04-14,34711.35,Paid
PAY0077669,LOAN02943,2024-04-14,23085.67,Paid
PAY0078224,LOAN02962,2024-04-14,46782.73,Late
PAY0078549,LOAN02978,2024-04-14,53549.69,Paid
PAY0001565,LOAN00067,2024-04-15,55380.99,Paid
PAY0002849,LOAN00111,2024-04-15,23030.13,Paid
PAY0003956,LOAN00159,2024-04-15,27903.72,Paid
PAY0005011,LOAN00201,2024-04-15,35164.22,Late
PAY0005661,LOAN00226,2024-04-15,9812.07,Paid
PAY0006188,LOAN00245,2024-04-15,42306.44,Paid
PAY0006535,LOAN00262,2024-04-15,11712.93,Paid
PAY0007388,LOAN00285,2024-04-15,107200.38,Paid
PAY0007690,LOAN00295,2024-04-15,44730.47,Late
PAY0008124,LOAN00306,2024-04-15,8054.18,Paid
PAY0008658,LOAN00324,2024-04-15,36896.00,Paid
PAY0008738,LOAN00328,2024-04-15,45298.22,Paid
PAY0009595,LOAN00369,2024-04-15,103930.25,Paid
PAY0010341,LOAN00400,2024-04-15,26359.47,Paid
PAY0010547,LOAN00407,2024-04-15,16249.82,Paid
PAY0010837,LOAN00417,2024-04-15,12737.38,Paid
PAY0012223,LOAN00462,2024-04-15,39852.85,Paid
PAY0012706,LOAN00481,2024-04-15,5147.21,Paid
PAY0012786,LOAN00485,2024-04-15,67481.56,Paid
PAY0013165,LOAN00498,2024-04-15,14791.00,Paid
PAY0013511,LOAN00512,2024-04-15,38889.22,Paid
PAY0015169,LOAN00569,2024-04-15,17973.27,Paid
PAY0016284,LOAN00606,2024-04-15,18034.08,Paid
PAY0016643,LOAN00623,2024-04-15,67102.52,Failed
PAY0017059,LOAN00639,2024-04-15,91806.95,Paid
PAY0017547,LOAN00658,2024-04-15,21932.97,Paid
PAY0017912,LOAN00674,2024-04-15,52544.17,Late
PAY0019173,LOAN00717,2024-04-15,91469.35,Paid
PAY0019948,LOAN00749,2024-04-15,27927.30,Paid
PAY0021436,LOAN00806,2024-04-15,9153.26,Late
PAY0022293,LOAN00836,2024-04-15,23954.04,Paid
PAY0027570,LOAN01035,2024-04-15,35051.02,Paid
PAY0028256,LOAN01059,2024-04-15,26939.59,Paid
PAY0028536,LOAN01072,2024-04-15,28185.44,Paid
PAY0033507,LOAN01272,2024-04-15,89791.34,Paid
PAY0034119,LOAN01291,2024-04-15,120399.54,Paid
PAY0035024,LOAN01324,2024-04-15,101846.09,Paid
PAY0035753,LOAN01362,2024-04-15,15020.82,Paid
PAY0035952,LOAN01371,2024-04-15,8384.81,Paid
PAY0037610,LOAN01433,2024-04-15,45921.05,Paid
PAY0038470,LOAN01464,2024-04-15,5876.86,Paid
PAY0038639,LOAN01468,2024-04-15,3168.96,Paid
PAY0041972,LOAN01581,2024-04-15,84629.57,Paid
PAY0042189,LOAN01592,2024-04-15,31815.93,Paid
PAY0042229,LOAN01594,2024-04-15,37370.56,Paid
PAY0042373,LOAN01597,2024-04-15,19836.49,Paid
PAY0044046,LOAN01659,2024-04-15,19552.92,Paid
PAY0044190,LOAN01664,2024-04-15,15286.97,Paid
PAY0044983,LOAN01691,2024-04-15,5813.23,Paid
PAY0046778,LOAN01757,2024-04-15,12040.03,Paid
PAY0048376,LOAN01818,2024-04-15,60150.86,Paid
PAY0050226,LOAN01908,2024-04-15,20477.38,Paid
PAY0051198,LOAN01945,2024-04-15,36783.25,Paid
PAY0051413,LOAN01959,2024-04-15,49742.71,Paid
PAY0051764,LOAN01971,2024-04-15,70435.37,Paid
PAY0053093,LOAN02020,2024-04-15,41046.56,Paid
PAY0053898,LOAN02048,2024-04-15,22563.49,Paid
PAY0054655,LOAN02085,2024-04-15,29773.61,Paid
PAY0054775,LOAN02089,2024-04-15,19566.36,Late
PAY0055116,LOAN02100,2024-04-15,34207.31,Paid
PAY0055927,LOAN02131,2024-04-15,64948.30,Paid
PAY0056547,LOAN02161,2024-04-15,28714.99,Paid
PAY0057135,LOAN02180,2024-04-15,25611.42,Paid
PAY0057546,LOAN02192,2024-04-15,45403.35,Paid
PAY0058552,LOAN02241,2024-04-15,33423.25,Paid
PAY0060340,LOAN02304,2024-04-15,22821.96,Paid
PAY0063670,LOAN02427,2024-04-15,46761.28,Paid
PAY0064527,LOAN02466,2024-04-15,22112.01,Paid
PAY0064570,LOAN02467,2024-04-15,43274.68,Paid
PAY0066387,LOAN02528,2024-04-15,21144.91,Paid
PAY0068062,LOAN02582,2024-04-15,22002.40,Late
PAY0069827,LOAN02651,2024-04-15,25857.61,Paid
PAY0070600,LOAN02682,2024-04-15,17395.17,Paid
PAY0072956,LOAN02763,2024-04-15,25030.29,Paid
PAY0073568,LOAN02787,2024-04-15,35418.85,Paid
PAY0076133,LOAN02889,2024-04-15,58897.10,Paid
PAY0076508,LOAN02901,2024-04-15,134333.75,Paid
PAY0077061,LOAN02919,2024-04-15,67346.58,Paid
PAY0077445,LOAN02936,2024-04-15,20607.36,Paid
PAY0078335,LOAN02967,2024-04-15,21834.50,Paid
PAY0078605,LOAN02979,2024-04-15,92710.93,Paid
PAY0001277,LOAN00054,2024-04-16,17680.88,Paid
PAY0002462,LOAN00099,2024-04-16,26410.52,Paid
PAY0003201,LOAN00128,2024-04-16,7444.18,Paid
PAY0004174,LOAN00167,2024-04-16,37932.31,Paid
PAY0004935,LOAN00198,2024-04-16,56193.29,Paid
PAY0006732,LOAN00268,2024-04-16,70863.40,Paid
PAY0009115,LOAN00344,2024-04-16,24184.23,Paid
PAY0009646,LOAN00374,2024-04-16,54037.63,Paid
PAY0010423,LOAN00403,2024-04-16,26316.28,Paid
PAY0016252,LOAN00605,2024-04-16,30534.49,Paid
PAY0017368,LOAN00653,2024-04-16,47085.13,Paid
PAY0018150,LOAN00684,2024-04-16,99248.76,Paid
PAY0019288,LOAN00725,2024-04-16,39629.43,Late
PAY0019356,LOAN00728,2024-04-16,3180.79,Paid
PAY0023106,LOAN00863,2024-04-16,40422.28,Paid
PAY0023337,LOAN00869,2024-04-16,89248.34,Paid
PAY0025650,LOAN00959,2024-04-16,39722.66,Late
PAY0028327,LOAN01061,2024-04-16,43237.75,Paid
PAY0028709,LOAN01079,2024-04-16,100139.05,Paid
PAY0029891,LOAN01131,2024-04-16,28033.34,Paid
PAY0030768,LOAN01162,2024-04-16,111553.85,Paid
PAY0032429,LOAN01222,2024-04-16,57740.32,Paid
PAY0034094,LOAN01290,2024-04-16,83879.34,Paid
PAY0035457,LOAN01349,2024-04-16,64421.78,Paid
PAY0038812,LOAN01475,2024-04-16,22953.98,Paid
PAY0039097,LOAN01485,2024-04-16,59702.98,Paid
PAY0039761,LOAN01504,2024-04-16,74944.47,Paid
PAY0040045,LOAN01512,2024-04-16,57079.81,Paid
PAY0041246,LOAN01549,2024-04-16,39571.66,Paid
PAY0041303,LOAN01551,2024-04-16,19048.42,Paid
PAY0041952,LOAN01578,2024-04-16,32804.20,Paid
PAY0042923,LOAN01624,2024-04-16,43976.09,Paid
PAY0044097,LOAN01662,2024-04-16,12334.97,Paid
PAY0044842,LOAN01685,2024-04-16,7980.08,Paid
PAY0045377,LOAN01707,2024-04-16,78396.52,Paid
PAY0046581,LOAN01753,2024-04-16,38842.66,Paid
PAY0048075,LOAN01808,2024-04-16,28011.62,Paid
PAY0048166,LOAN01810,2024-04-16,60546.84,Paid
PAY0049343,LOAN01870,2024-04-16,70173.38,Paid
PAY0049574,LOAN01882,2024-04-16,18019.71,Paid
PAY0050179,LOAN01907,2024-04-16,30109.63,Paid
PAY0051298,LOAN01953,2024-04-16,58320.42,Paid
PAY0053825,LOAN02046,2024-04-16,58603.02,Paid
PAY0053967,LOAN02050,2024-04-16,35021.27,Paid
PAY0054303,LOAN02066,2024-04-16,46698.59,Paid
PAY0054374,LOAN02072,2024-04-16,10463.14,Paid
PAY0058442,LOAN02238,2024-04-16,22463.09,Paid
PAY0058887,LOAN02252,2024-04-16,80239.04,Paid
PAY0060184,LOAN02295,2024-04-16,20269.41,Paid
PAY0060305,LOAN02301,2024-04-16,83936.69,Paid
PAY0060647,LOAN02313,2024-04-16,29174.01,Paid
PAY0061384,LOAN02336,2024-04-16,15385.16,Paid
PAY0064438,LOAN02460,2024-04-16,110456.50,Paid
PAY0065416,LOAN02493,2024-04-16,11834.31,Paid
PAY0066676,LOAN02536,2024-04-16,89031.60,Paid
PAY0066714,LOAN02537,2024-04-16,42407.02,Paid
PAY0068387,LOAN02595,2024-04-16,68535.43,Paid
PAY0069145,LOAN02624,2024-04-16,39888.67,Paid
PAY0070113,LOAN02665,2024-04-16,11658.06,Late
PAY0073013,LOAN02765,2024-04-16,21146.80,Paid
PAY0073930,LOAN02803,2024-04-16,33549.79,Paid
PAY0074291,LOAN02822,2024-04-16,12190.61,Paid
PAY0074780,LOAN02842,2024-04-16,70208.32,Paid
PAY0075763,LOAN02876,2024-04-16,22437.00,Paid
PAY0077691,LOAN02945,2024-04-16,39206.50,Paid
PAY0078254,LOAN02964,2024-04-16,54241.68,Paid
PAY0003537,LOAN00138,2024-04-17,37803.62,Paid
PAY0005065,LOAN00204,2024-04-17,16780.07,Paid
PAY0005763,LOAN00229,2024-04-17,23834.43,Paid
PAY0006243,LOAN00248,2024-04-17,12743.31,Paid
PAY0009958,LOAN00387,2024-04-17,11834.17,Paid
PAY0012453,LOAN00469,2024-04-17,30955.72,Paid
PAY0013264,LOAN00503,2024-04-17,67882.49,Paid
PAY0014217,LOAN00534,2024-04-17,80562.38,Paid
PAY0017322,LOAN00649,2024-04-17,26706.69,Paid
PAY0019052,LOAN00714,2024-04-17,13775.72,Paid
PAY0020055,LOAN00756,2024-04-17,103865.57,Paid
PAY0020085,LOAN00758,2024-04-17,122257.40,Paid
PAY0020921,LOAN00788,2024-04-17,13819.32,Paid
PAY0023429,LOAN00871,2024-04-17,38273.82,Late
PAY0023448,LOAN00872,2024-04-17,21042.72,Paid
PAY0023508,LOAN00875,2024-04-17,23050.07,Paid
PAY0023623,LOAN00879,2024-04-17,58347.04,Late
PAY0023966,LOAN00896,2024-04-17,20458.96,Paid
PAY0025536,LOAN00954,2024-04-17,47740.22,Paid
PAY0027327,LOAN01025,2024-04-17,70084.71,Paid
PAY0027855,LOAN01044,2024-04-17,67608.63,Paid
PAY0029858,LOAN01130,2024-04-17,12342.88,Paid
PAY0029945,LOAN01134,2024-04-17,15153.75,Paid
PAY0030130,LOAN01142,2024-04-17,47676.06,Paid
PAY0030139,LOAN01143,2024-04-17,15435.46,Paid
PAY0032549,LOAN01226,2024-04-17,13760.97,Paid
PAY0032638,LOAN01230,2024-04-17,9984.33,Paid
PAY0032669,LOAN01232,2024-04-17,70969.62,Paid
PAY0032880,LOAN01246,2024-04-17,19183.80,Paid
PAY0034226,LOAN01294,2024-04-17,55713.52,Paid
PAY0035078,LOAN01327,2024-04-17,70547.45,Paid
PAY0035843,LOAN01366,2024-04-17,30195.81,Paid
PAY0039165,LOAN01486,2024-04-17,53654.00,Paid
PAY0039389,LOAN01493,2024-04-17,55938.80,Paid
PAY0042993,LOAN01626,2024-04-17,64955.44,Paid
PAY0043262,LOAN01634,2024-04-17,38398.23,Paid
PAY0043321,LOAN01637,2024-04-17,57289.61,Paid
PAY0046506,LOAN01751,2024-04-17,84417.94,Late
PAY0048682,LOAN01834,2024-04-17,79458.03,Paid
PAY0049168,LOAN01860,2024-04-17,36649.63,Paid
PAY0052185,LOAN01984,2024-04-17,12506.84,Paid
PAY0053433,LOAN02031,2024-04-17,29230.00,Paid
PAY0053981,LOAN02051,2024-04-17,51125.03,Paid
PAY0054622,LOAN02083,2024-04-17,3266.12,Paid
PAY0055996,LOAN02134,2024-04-17,18160.49,Paid
PAY0056137,LOAN02138,2024-04-17,79742.88,Paid
PAY0056882,LOAN02173,2024-04-17,69100.38,Paid
PAY0058082,LOAN02224,2024-04-17,39248.32,Paid
PAY0058669,LOAN02244,2024-04-17,39232.62,Paid
PAY0058713,LOAN02246,2024-04-17,21771.17,Paid
PAY0059205,LOAN02260,2024-04-17,82000.01,Paid
PAY0061944,LOAN02362,2024-04-17,39359.95,Paid
PAY0062587,LOAN02386,2024-04-17,18381.97,Late
PAY0063306,LOAN02411,2024-04-17,9447.63,Paid
PAY0064049,LOAN02443,2024-04-17,36525.75,Paid
PAY0064334,LOAN02458,2024-04-17,243352.43,Paid
PAY0065104,LOAN02485,2024-04-17,93302.61,Paid
PAY0066572,LOAN02533,2024-04-17,14353.60,Paid
PAY0067426,LOAN02561,2024-04-17,74282.96,Paid
PAY0070465,LOAN02677,2024-04-17,111511.12,Paid
PAY0070707,LOAN02689,2024-04-17,8369.43,Paid
PAY0070919,LOAN02695,2024-04-17,40604.30,Paid
PAY0071048,LOAN02698,2024-04-17,42486.54,Paid
PAY0071390,LOAN02712,2024-04-17,59981.56,Paid
PAY0074019,LOAN02809,2024-04-17,71759.82,Paid
PAY0076099,LOAN02887,2024-04-17,28440.91,Paid
PAY0076983,LOAN02916,2024-04-17,44747.82,Paid
PAY0077376,LOAN02932,2024-04-17,45366.77,Paid
PAY0077809,LOAN02947,2024-04-17,22411.56,Paid
PAY0078525,LOAN02975,2024-04-17,38933.74,Paid
PAY0078923,LOAN02995,2024-04-17,23772.51,Paid
PAY0002006,LOAN00080,2024-04-18,93297.44,Paid
PAY0003898,LOAN00153,2024-04-18,23178.31,Paid
PAY0004195,LOAN00168,2024-04-18,11870.21,Paid
PAY0004380,LOAN00174,2024-04-18,12483.44,Paid
PAY0004687,LOAN00186,2024-04-18,18749.00,Paid
PAY0005604,LOAN00223,2024-04-18,24485.45,Paid
PAY0006274,LOAN00250,2024-04-18,74407.54,Paid
PAY0006700,LOAN00267,2024-04-18,20925.48,Paid
PAY0007288,LOAN00284,2024-04-18,54080.35,Paid
PAY0008211,LOAN00309,2024-04-18,88085.69,Paid
PAY0009940,LOAN00386,2024-04-18,33865.58,Paid
PAY0011992,LOAN00456,2024-04-18,20527.13,Paid
PAY0013349,LOAN00507,2024-04-18,55959.46,Late
PAY0015130,LOAN00567,2024-04-18,17036.32,Paid
PAY0015442,LOAN00578,2024-04-18,31594.60,Paid
PAY0016543,LOAN00619,2024-04-18,31366.27,Paid
PAY0017940,LOAN00675,2024-04-18,12085.51,Paid
PAY0018090,LOAN00681,2024-04-18,42054.49,Paid
PAY0018348,LOAN00689,2024-04-18,32501.55,Paid
PAY0018703,LOAN00703,2024-04-18,5717.09,Paid
